x,y,TOTAL_RAIN,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,STATION_NAME,LOCAL_DAY,ID,TOTAL_PRECIPITATION,LOCAL_DATE,PROVINCE_CODE,SNOW_ON_GROUND_FLAG,MEAN_TEMPERATURE,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE_FLAG,SNOW_ON_GROUND,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY
-114.01333333333334,51.1225,0,,9,,,39,,34,0,CALGARY INTL A,2,3031092.2014.9.2,0,2014-09-02 00:00:00,AB,,11.7,8.9,,,6.3,,,2014,,,T,T,0,,14.5,,3031092,
-114.01333333333334,51.1225,2.2,,9,,,54,,36,0,CALGARY INTL A,3,3031092.2014.9.3,2.2,2014-09-03 00:00:00,AB,,9.3,6.6,,,8.7,,,2014,,,,,0,,12,,3031092,
-114.01333333333334,51.1225,0,,9,,,35,,3,0,CALGARY INTL A,4,3031092.2014.9.4,0,2014-09-04 00:00:00,AB,,10.7,3.2,,,7.3,,,2014,,,,,0,,18.2,,3031092,
-114.01333333333334,51.1225,0,,9,,,39,,16,0,CALGARY INTL A,5,3031092.2014.9.5,0,2014-09-05 00:00:00,AB,,14,4.7,,,4,,,2014,,,,,0,,23.3,,3031092,
-114.01333333333334,51.1225,0,,9,,,35,,17,0,CALGARY INTL A,6,3031092.2014.9.6,0,2014-09-06 00:00:00,AB,,15.9,8,,,2.1,,,2014,,,,,0,,23.8,,3031092,
-114.01333333333334,51.1225,0,,9,,,65,,36,0,CALGARY INTL A,7,3031092.2014.9.7,0,2014-09-07 00:00:00,AB,,18,10.1,,,0,,,2014,,,,,0,,25.8,,3031092,
-114.01333333333334,51.1225,15.3,,9,,,52,,36,0,CALGARY INTL A,8,3031092.2014.9.8,26.5,2014-09-08 00:00:00,AB,,5,-0.7,,,13,,,2014,,8,,,11.8,,10.6,,3031092,
-114.01333333333334,51.1225,1.2,,9,,,0,,0,0,CALGARY INTL A,9,3031092.2014.9.9,2.5,2014-09-09 00:00:00,AB,,0.8,-0.6,,,17.2,,,2014,,10,,,1.3,,2.2,,3031092,
-114.01333333333334,51.1225,0,,9,,,41,,6,0,CALGARY INTL A,10,3031092.2014.9.10,14.5,2014-09-10 00:00:00,AB,,0.9,-0.6,,,17.1,,,2014,,7,,,15.1,,2.3,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,11,3031092.2014.9.11,0,2014-09-11 00:00:00,AB,,2.8,-1.8,,,15.2,,,2014,,2,,,0,,7.4,,3031092,
-114.01333333333334,51.1225,2.2,,9,,,48,,34,0,CALGARY INTL A,12,3031092.2014.9.12,2.2,2014-09-12 00:00:00,AB,,4.8,0.2,,,13.2,,,2014,,0,,,0,,9.4,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,13,3031092.2014.9.13,0,2014-09-13 00:00:00,AB,,7.4,2.3,,,10.6,,,2014,,,,,0,,12.5,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,14,3031092.2014.9.14,0,2014-09-14 00:00:00,AB,,11.6,5.5,,,6.4,,,2014,,,,,0,,17.6,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,15,3031092.2014.9.15,0,2014-09-15 00:00:00,AB,,13.3,4,,,4.7,,,2014,,,,,0,,22.6,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,16,3031092.2014.9.16,0,2014-09-16 00:00:00,AB,,15.7,6.4,,,2.3,,,2014,,,,,0,,24.9,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,17,3031092.2014.9.17,0,2014-09-17 00:00:00,AB,,16.1,6.6,,,1.9,,,2014,,,,,0,,25.6,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,18,3031092.2014.9.18,0,2014-09-18 00:00:00,AB,,16.5,11.6,,,1.5,,,2014,,,T,T,0,,21.3,,3031092,
-114.01333333333334,51.1225,0,,9,,,54,,28,0,CALGARY INTL A,19,3031092.2014.9.19,0,2014-09-19 00:00:00,AB,,15.8,8.9,,,2.2,,,2014,,,,,0,,22.6,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,20,3031092.2014.9.20,0,2014-09-20 00:00:00,AB,,13.2,5.7,,,4.8,,,2014,,,,,0,,20.7,,3031092,
-114.01333333333334,51.1225,0,,9,,,41,,16,0,CALGARY INTL A,21,3031092.2014.9.21,0,2014-09-21 00:00:00,AB,,15.5,5.3,,,2.5,,,2014,,,,,0,,25.6,,3031092,
-114.01333333333334,51.1225,0,,9,,,41,,29,0.9,CALGARY INTL A,22,3031092.2014.9.22,0,2014-09-22 00:00:00,AB,,18.9,9.7,,,0,,,2014,,,,,0,,28,,3031092,
-114.01333333333334,51.1225,1,,9,,,0,,0,0,CALGARY INTL A,23,3031092.2014.9.23,1,2014-09-23 00:00:00,AB,,16.6,12.8,,,1.4,,,2014,,,,,0,,20.3,,3031092,
-114.01333333333334,51.1225,0,,9,,,52,,27,1.9,CALGARY INTL A,24,3031092.2014.9.24,0,2014-09-24 00:00:00,AB,,19.9,12.5,,,0,,,2014,,,,,0,,27.2,,3031092,
-114.01333333333334,51.1225,0,,9,,,37,,11,0,CALGARY INTL A,25,3031092.2014.9.25,0,2014-09-25 00:00:00,AB,,17.9,10.2,,,0.1,,,2014,,,,,0,,25.6,,3031092,
-114.01333333333334,51.1225,3.8,,9,,,48,,33,0,CALGARY INTL A,26,3031092.2014.9.26,3.8,2014-09-26 00:00:00,AB,,10.7,6.3,,,7.3,,,2014,,,,,0,,15.1,,3031092,
-114.01333333333334,51.1225,0,,9,,,0,,0,0,CALGARY INTL A,27,3031092.2014.9.27,0,2014-09-27 00:00:00,AB,,7.6,6,,,10.4,,,2014,,,T,T,0,,9.2,,3031092,
-114.01333333333334,51.1225,0,,9,,,65,,17,0,CALGARY INTL A,28,3031092.2014.9.28,0,2014-09-28 00:00:00,AB,,9.2,4.4,,,8.8,,,2014,,,,,0,,14,,3031092,
-114.01333333333334,51.1225,0,,9,,,43,,18,0,CALGARY INTL A,29,3031092.2014.9.29,0,2014-09-29 00:00:00,AB,,12.7,6.7,,,5.3,,,2014,,,T,T,0,,18.6,,3031092,
-114.01333333333334,51.1225,1.9,,9,,,54,,33,0,CALGARY INTL A,30,3031092.2014.9.30,1.9,2014-09-30 00:00:00,AB,,7.9,3.7,,,10.1,,,2014,,,,,0,,12.1,,3031092,
-114.01333333333334,51.1225,2.4,,10,,,56,,35,0,CALGARY INTL A,1,3031092.2014.10.1,3.6,2014-10-01 00:00:00,AB,,8.3,0.6,,,9.7,,,2014,,,,,1.2,,16,,3031092,
-114.01333333333334,51.1225,0,,10,,,57,,36,0,CALGARY INTL A,2,3031092.2014.10.2,0,2014-10-02 00:00:00,AB,,2.7,-2.3,,,15.3,,,2014,,,,,0,,7.6,,3031092,
-114.01333333333334,51.1225,0,,10,,,46,,28,0,CALGARY INTL A,3,3031092.2014.10.3,0,2014-10-03 00:00:00,AB,,6.5,-3.4,,,11.5,,,2014,,,,,0,,16.3,,3031092,
-114.01333333333334,51.1225,,,10,,,43,,30,0,CALGARY INTL A,4,3031092.2014.10.4,,2014-10-04 00:00:00,AB,,14.6,8.9,,,3.4,,,2014,,,M,M,0,,20.2,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,5,3031092.2014.10.5,0,2014-10-05 00:00:00,AB,,11.2,3.8,,,6.8,,,2014,,,,,0,,18.6,,3031092,
-114.01333333333334,51.1225,0,,10,,,63,,36,0,CALGARY INTL A,6,3031092.2014.10.6,0,2014-10-06 00:00:00,AB,,12.5,4.2,,,5.5,,,2014,,,,,0,,20.7,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,7,3031092.2014.10.7,0,2014-10-07 00:00:00,AB,,9,2.9,,,9,,,2014,,,,,0,,15.1,,3031092,
-114.01333333333334,51.1225,,,10,,,0,,0,0,CALGARY INTL A,8,3031092.2014.10.8,,2014-10-08 00:00:00,AB,,9.4,3.6,,,8.6,,,2014,,,M,M,0,,15.1,,3031092,
-114.01333333333334,51.1225,0,,10,,,33,,16,0,CALGARY INTL A,9,3031092.2014.10.9,0,2014-10-09 00:00:00,AB,,8.7,0.5,,,9.3,,,2014,,,,,0,,16.9,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,10,3031092.2014.10.10,0,2014-10-10 00:00:00,AB,,11.9,2.3,,,6.1,,,2014,,,,,0,,21.5,,3031092,
-114.01333333333334,51.1225,0,,10,,,48,,29,0,CALGARY INTL A,11,3031092.2014.10.11,0,2014-10-11 00:00:00,AB,,12,6.5,,,6,,,2014,,,,,0,,17.4,,3031092,
-114.01333333333334,51.1225,0,,10,,,43,,27,0,CALGARY INTL A,12,3031092.2014.10.12,0,2014-10-12 00:00:00,AB,,10.2,4.4,,,7.8,,,2014,,,,,0,,16,,3031092,
-114.01333333333334,51.1225,0,,10,,,32,,25,0,CALGARY INTL A,13,3031092.2014.10.13,0,2014-10-13 00:00:00,AB,,10,2.8,,,8,,,2014,,,,,0,,17.2,,3031092,
-114.01333333333334,51.1225,0,,10,,,61,,29,0,CALGARY INTL A,14,3031092.2014.10.14,0,2014-10-14 00:00:00,AB,,9.5,1.4,,,8.5,,,2014,,,,,0,,17.5,,3031092,
-114.01333333333334,51.1225,2.7,,10,,,32,,34,0,CALGARY INTL A,15,3031092.2014.10.15,2.7,2014-10-15 00:00:00,AB,,6.7,3.9,,,11.3,,,2014,,,,,0,,9.4,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,16,3031092.2014.10.16,0,2014-10-16 00:00:00,AB,,7.3,3.4,,,10.7,,,2014,,,,,0,,11.2,,3031092,
-114.01333333333334,51.1225,0,,10,,,33,,19,0,CALGARY INTL A,17,3031092.2014.10.17,0,2014-10-17 00:00:00,AB,,7.8,-1.2,,,10.2,,,2014,,,,,0,,16.8,,3031092,
-114.01333333333334,51.1225,0,,10,,,50,,26,0,CALGARY INTL A,18,3031092.2014.10.18,0,2014-10-18 00:00:00,AB,,13.6,7.7,,,4.4,,,2014,,,,,0,,19.5,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,19,3031092.2014.10.19,0,2014-10-19 00:00:00,AB,,10.5,4.6,,,7.5,,,2014,,,,,0,,16.3,,3031092,
-114.01333333333334,51.1225,0,,10,,,37,,20,0,CALGARY INTL A,20,3031092.2014.10.20,0,2014-10-20 00:00:00,AB,,13,2.4,,,5,,,2014,,,,,0,,23.6,,3031092,
-114.01333333333334,51.1225,0,,10,,,39,,29,0,CALGARY INTL A,21,3031092.2014.10.21,0,2014-10-21 00:00:00,AB,,11,5.6,,,7,,,2014,,,,,0,,16.4,,3031092,
-114.01333333333334,51.1225,0,,10,,,37,,27,0,CALGARY INTL A,22,3031092.2014.10.22,0,2014-10-22 00:00:00,AB,,8.1,0.7,,,9.9,,,2014,,,,,0,,15.4,,3031092,
-114.01333333333334,51.1225,0,,10,,,44,,28,0,CALGARY INTL A,23,3031092.2014.10.23,0,2014-10-23 00:00:00,AB,,9.5,2.4,,,8.5,,,2014,,,,,0,,16.6,,3031092,
-114.01333333333334,51.1225,0,,10,,,54,,29,0,CALGARY INTL A,24,3031092.2014.10.24,0,2014-10-24 00:00:00,AB,,5.8,0,,,12.2,,,2014,,,,,0,,11.5,,3031092,
-114.01333333333334,51.1225,0,,10,,,48,,16,0,CALGARY INTL A,25,3031092.2014.10.25,0,2014-10-25 00:00:00,AB,,4.7,-0.9,,,13.3,,,2014,,,,,0,,10.2,,3031092,
-114.01333333333334,51.1225,0,,10,,,57,,35,0,CALGARY INTL A,26,3031092.2014.10.26,0,2014-10-26 00:00:00,AB,,3.8,1.1,T,,14.2,,,2014,,,T,,0,,6.5,,3031092,
-114.01333333333334,51.1225,0,,10,,,48,,34,0,CALGARY INTL A,27,3031092.2014.10.27,0,2014-10-27 00:00:00,AB,,1.4,-2.2,,,16.6,,,2014,,,,,0,,4.9,,3031092,
-114.01333333333334,51.1225,0,,10,,,0,,0,0,CALGARY INTL A,28,3031092.2014.10.28,0,2014-10-28 00:00:00,AB,,0.9,-6.3,,,17.1,,,2014,,,,,0,,8.1,,3031092,
-114.01333333333334,51.1225,0,,10,,,43,,28,0,CALGARY INTL A,29,3031092.2014.10.29,0,2014-10-29 00:00:00,AB,,6.9,-1.1,,,11.1,,,2014,,,,,0,,14.9,,3031092,
-114.01333333333334,51.1225,0,,10,,,39,,17,0,CALGARY INTL A,30,3031092.2014.10.30,0,2014-10-30 00:00:00,AB,,0.6,-4.1,,,17.4,,,2014,,,,,0,,5.2,,3031092,
-114.01333333333334,51.1225,0,,10,,,50,,36,0,CALGARY INTL A,31,3031092.2014.10.31,0,2014-10-31 00:00:00,AB,,9.4,1.4,,,8.6,,,2014,,,,,0,,17.4,,3031092,
-114.01333333333334,51.1225,2.4,,11,,,37,,35,0,CALGARY INTL A,1,3031092.2014.11.1,11.8,2014-11-01 00:00:00,AB,,0.7,-1.3,,,17.3,,,2014,,2,,,9.4,,2.6,,3031092,
-114.01333333333334,51.1225,0,,11,,,32,,34,0,CALGARY INTL A,2,3031092.2014.11.2,7.4,2014-11-02 00:00:00,AB,,-0.5,-2.6,,,18.5,,,2014,,10,,,7.4,,1.7,,3031092,
-114.01333333333334,51.1225,0,,11,,,48,,28,0,CALGARY INTL A,3,3031092.2014.11.3,0,2014-11-03 00:00:00,AB,,1.3,-2.9,,,16.7,,,2014,,3,,,0,,5.5,,3031092,
-114.01333333333334,51.1225,0,,11,,,67,,35,0,CALGARY INTL A,4,3031092.2014.11.4,0,2014-11-04 00:00:00,AB,,6.1,-0.9,,,11.9,,,2014,,2,,,0,,13,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,5,3031092.2014.11.5,0,2014-11-05 00:00:00,AB,,3.2,-0.8,,,14.8,,,2014,,,,,0,,7.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,63,,29,0,CALGARY INTL A,6,3031092.2014.11.6,0,2014-11-06 00:00:00,AB,,8.8,1.3,,,9.2,,,2014,,0,,,0,,16.3,,3031092,
-114.01333333333334,51.1225,0,,11,,,46,,36,0,CALGARY INTL A,7,3031092.2014.11.7,0,2014-11-07 00:00:00,AB,,3.4,-0.1,,,14.6,,,2014,,,T,T,0,,6.8,,3031092,
-114.01333333333334,51.1225,0,,11,,,44,,29,0,CALGARY INTL A,8,3031092.2014.11.8,0,2014-11-08 00:00:00,AB,,5.2,-4,T,,12.8,,,2014,,0,T,,0,,14.4,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,9,3031092.2014.11.9,11.4,2014-11-09 00:00:00,AB,,-6.5,-10.9,,,24.5,,,2014,,3,,,11.4,,-2.1,,3031092,
-114.01333333333334,51.1225,0,,11,,,43,,2,0,CALGARY INTL A,10,3031092.2014.11.10,0.4,2014-11-10 00:00:00,AB,,-12.7,-18.2,,,30.7,,,2014,,11,,,0.4,,-7.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,46,,34,0,CALGARY INTL A,11,3031092.2014.11.11,0.2,2014-11-11 00:00:00,AB,,-14.6,-17.1,,,32.6,,,2014,,11,,,0.2,,-12.1,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,12,3031092.2014.11.12,0,2014-11-12 00:00:00,AB,,-17,-20.9,T,,35,,,2014,,11,T,,0,,-13.1,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,13,3031092.2014.11.13,0,2014-11-13 00:00:00,AB,,-15.7,-21.5,T,,33.7,,,2014,,10,T,,0,,-9.9,,3031092,
-114.01333333333334,51.1225,0,,11,,,39,,34,0,CALGARY INTL A,14,3031092.2014.11.14,0,2014-11-14 00:00:00,AB,,-15.5,-19.9,T,,33.5,,,2014,,9,T,,0,,-11,,3031092,
-114.01333333333334,51.1225,0,,11,,,44,,34,0,CALGARY INTL A,15,3031092.2014.11.15,0,2014-11-15 00:00:00,AB,,-8.1,-18.2,T,,26.1,,,2014,,9,T,,0,,2.1,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,16,3031092.2014.11.16,0,2014-11-16 00:00:00,AB,,-7.4,-14.2,T,,25.4,,,2014,,8,T,,0,,-0.5,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,17,3031092.2014.11.17,0,2014-11-17 00:00:00,AB,,-4.9,-14.2,,,22.9,,,2014,,7,,,0,,4.5,,3031092,
-114.01333333333334,51.1225,0,,11,,,44,,32,0,CALGARY INTL A,18,3031092.2014.11.18,0,2014-11-18 00:00:00,AB,,-3.6,-10.8,,,21.6,,,2014,,5,,,0,,3.6,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,19,3031092.2014.11.19,0,2014-11-19 00:00:00,AB,,-9.4,-12.9,T,,27.4,,,2014,,3,T,,0,,-5.8,,3031092,
-114.01333333333334,51.1225,0,,11,,,67,,26,0,CALGARY INTL A,20,3031092.2014.11.20,0,2014-11-20 00:00:00,AB,,-0.3,-10,,,18.3,,,2014,,3,,,0,,9.4,,3031092,
-114.01333333333334,51.1225,0,,11,,,59,,27,0,CALGARY INTL A,21,3031092.2014.11.21,0,2014-11-21 00:00:00,AB,,5.6,1.6,,,12.4,,,2014,,1,,,0,,9.6,,3031092,
-114.01333333333334,51.1225,0,,11,,,43,,34,0,CALGARY INTL A,22,3031092.2014.11.22,0,2014-11-22 00:00:00,AB,,1.8,-2.3,T,,16.2,,,2014,,0,T,,0,,5.8,,3031092,
-114.01333333333334,51.1225,0,,11,,,46,,28,0,CALGARY INTL A,23,3031092.2014.11.23,0,2014-11-23 00:00:00,AB,,-1.5,-7.1,,,19.5,,,2014,,0,,,0,,4.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,35,,29,0,CALGARY INTL A,24,3031092.2014.11.24,0,2014-11-24 00:00:00,AB,,-0.8,-5.1,,,18.8,,,2014,,0,,,0,,3.6,,3031092,
-114.01333333333334,51.1225,0,,11,,,59,,28,0,CALGARY INTL A,25,3031092.2014.11.25,0,2014-11-25 00:00:00,AB,,-0.3,-4.7,T,,18.3,,,2014,,0,T,,0,,4.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,0,,0,0,CALGARY INTL A,26,3031092.2014.11.26,1.8,2014-11-26 00:00:00,AB,,-3.6,-5.6,,,21.6,,,2014,,0,,,2.8,,-1.6,,3031092,
-114.01333333333334,51.1225,0,,11,,,41,,34,0,CALGARY INTL A,27,3031092.2014.11.27,3.4,2014-11-27 00:00:00,AB,,-8.6,-14.2,,,26.6,,,2014,,6,,,5,,-2.9,,3031092,
-114.01333333333334,51.1225,0.2,,11,,,59,,34,0,CALGARY INTL A,28,3031092.2014.11.28,5.4,2014-11-28 00:00:00,AB,,-18.7,-23.1,,,36.7,,,2014,,5,,,5.2,,-14.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,44,,34,0,CALGARY INTL A,29,3031092.2014.11.29,1.4,2014-11-29 00:00:00,AB,,-21.1,-23.9,,,39.1,,,2014,,8,,,1.4,,-18.2,,3031092,
-114.01333333333334,51.1225,0,,11,,,32,,18,0,CALGARY INTL A,30,3031092.2014.11.30,0,2014-11-30 00:00:00,AB,,-20.6,-25.3,,,38.6,,,2014,,7,,,0,,-15.9,,3031092,
-114.01333333333334,51.1225,0,,12,,,43,,29,0,CALGARY INTL A,1,3031092.2014.12.1,0,2014-12-01 00:00:00,AB,,-11.3,-18.8,,,29.3,,,2014,,7,,,0,,-3.8,,3031092,
-114.01333333333334,51.1225,0,,12,,,54,,29,0,CALGARY INTL A,2,3031092.2014.12.2,0,2014-12-02 00:00:00,AB,,-8.2,-14.2,,,26.2,,,2014,,5,,,0,,-2.1,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,3,3031092.2014.12.3,0,2014-12-03 00:00:00,AB,,-8.8,-15,,,26.8,,,2014,,7,,,0,,-2.5,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,4,3031092.2014.12.4,0,2014-12-04 00:00:00,AB,,-6.6,-11.4,,,24.6,,,2014,,6,,,0,,-1.8,,3031092,
-114.01333333333334,51.1225,0,,12,,,39,,18,0,CALGARY INTL A,5,3031092.2014.12.5,0,2014-12-05 00:00:00,AB,,-8.8,-13.3,T,,26.8,,,2014,,6,T,,0,,-4.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,48,,36,0,CALGARY INTL A,6,3031092.2014.12.6,0,2014-12-06 00:00:00,AB,,0.2,-7.4,T,,17.8,,,2014,,6,T,,0,,7.8,,3031092,
-114.01333333333334,51.1225,0,,12,,,39,,28,0,CALGARY INTL A,7,3031092.2014.12.7,0,2014-12-07 00:00:00,AB,,0.9,-6,,,17.1,,,2014,,3,T,T,0,,7.7,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,8,3031092.2014.12.8,0,2014-12-08 00:00:00,AB,,-1.2,-7.6,,,19.2,,,2014,,3,,,0,,5.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,43,,16,0,CALGARY INTL A,9,3031092.2014.12.9,0,2014-12-09 00:00:00,AB,,4.1,-1.6,,,13.9,,,2014,,3,,,0,,9.7,,3031092,
-114.01333333333334,51.1225,0,,12,,,56,,18,0,CALGARY INTL A,10,3031092.2014.12.10,0,2014-12-10 00:00:00,AB,,4.4,-0.5,,,13.6,,,2014,,2,,,0,,9.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,54,,26,0,CALGARY INTL A,11,3031092.2014.12.11,0,2014-12-11 00:00:00,AB,,8.4,4.7,,,9.6,,,2014,,1,,,0,,12,,3031092,
-114.01333333333334,51.1225,0,,12,,,35,,18,0,CALGARY INTL A,12,3031092.2014.12.12,0,2014-12-12 00:00:00,AB,,6.5,1.7,,,11.5,,,2014,,0,,,0,,11.2,,3031092,
-114.01333333333334,51.1225,1,,12,,,44,,34,0,CALGARY INTL A,13,3031092.2014.12.13,1.8,2014-12-13 00:00:00,AB,,2.5,-0.1,,,15.5,,,2014,,0,,,0.8,,5.1,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,14,3031092.2014.12.14,0,2014-12-14 00:00:00,AB,,-3.2,-7.7,,,21.2,,,2014,,,,,0,,1.4,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,15,3031092.2014.12.15,0,2014-12-15 00:00:00,AB,,-6.9,-10.8,T,,24.9,,,2014,,0,T,,0,,-3,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,16,3031092.2014.12.16,0,2014-12-16 00:00:00,AB,,-9.4,-11.9,T,,27.4,,,2014,,0,T,,0,,-6.9,,3031092,
-114.01333333333334,51.1225,0.4,,12,,,37,,28,0,CALGARY INTL A,17,3031092.2014.12.17,0.4,2014-12-17 00:00:00,AB,,-4.2,-10.9,,,22.2,,,2014,,0,,,0,,2.6,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,18,3031092.2014.12.18,0,2014-12-18 00:00:00,AB,,-1.9,-7.3,,,19.9,,,2014,,0,,,0,,3.5,,3031092,
-114.01333333333334,51.1225,0,,12,,,37,,28,0,CALGARY INTL A,19,3031092.2014.12.19,0,2014-12-19 00:00:00,AB,,0.2,-6.9,,,17.8,,,2014,,0,,,0,,7.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,46,,28,0,CALGARY INTL A,20,3031092.2014.12.20,0,2014-12-20 00:00:00,AB,,0.8,-4,,,17.2,,,2014,,0,,,0,,5.6,,3031092,
-114.01333333333334,51.1225,0,,12,,,48,,28,0,CALGARY INTL A,21,3031092.2014.12.21,0,2014-12-21 00:00:00,AB,,0.5,-4.7,,,17.5,,,2014,,0,,,0,,5.6,,3031092,
-114.01333333333334,51.1225,0,,12,,,35,,31,0,CALGARY INTL A,22,3031092.2014.12.22,0,2014-12-22 00:00:00,AB,,-1,-7.5,,,19,,,2014,,,,,0,,5.5,,3031092,
-114.01333333333334,51.1225,0,,12,,,54,,25,0,CALGARY INTL A,23,3031092.2014.12.23,0,2014-12-23 00:00:00,AB,,-0.9,-6.9,,,18.9,,,2014,,0,,,0,,5.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,46,,27,0,CALGARY INTL A,24,3031092.2014.12.24,0,2014-12-24 00:00:00,AB,,-1.7,-7.7,,,19.7,,,2014,,0,,,0,,4.3,,3031092,
-114.01333333333334,51.1225,0,,12,,,32,,35,0,CALGARY INTL A,25,3031092.2014.12.25,0,2014-12-25 00:00:00,AB,,-4.9,-7.7,T,,22.9,,,2014,,0,T,,0,,-2,,3031092,
-114.01333333333334,51.1225,0,,12,,,32,,34,0,CALGARY INTL A,26,3031092.2014.12.26,0.4,2014-12-26 00:00:00,AB,,-6.8,-10.4,,,24.8,,,2014,,0,,,0.4,,-3.1,,3031092,
-114.01333333333334,51.1225,0,,12,,,0,,0,0,CALGARY INTL A,27,3031092.2014.12.27,0,2014-12-27 00:00:00,AB,,-5.8,-10.7,,,23.8,,,2014,,0,,,0,,-0.9,,3031092,
-114.01333333333334,51.1225,0,,12,,,41,,1,0,CALGARY INTL A,28,3031092.2014.12.28,1.4,2014-12-28 00:00:00,AB,,-11.1,-14.4,,,29.1,,,2014,,0,,,5.2,,-7.8,,3031092,
-114.01333333333334,51.1225,0,,12,,,41,,34,0,CALGARY INTL A,29,3031092.2014.12.29,0.8,2014-12-29 00:00:00,AB,,-17.2,-20.1,,,35.2,,,2014,,4,,,1.2,,-14.2,,3031092,
-114.01333333333334,51.1225,0,,12,,,43,,31,0,CALGARY INTL A,30,3031092.2014.12.30,0,2014-12-30 00:00:00,AB,,-10.9,-22.1,,,28.9,,,2014,,5,,,0,,0.4,,3031092,
-114.01333333333334,51.1225,0,,12,,,33,,31,0,CALGARY INTL A,31,3031092.2014.12.31,0,2014-12-31 00:00:00,AB,,-2.8,-7.3,,,20.8,,,2014,,5,,,0,,1.7,,3031092,
-114.01333333333334,51.1225,0,,1,,,0,,0,0,CALGARY INTL A,1,3031092.2015.1.1,0,2015-01-01 00:00:00,AB,,-2.5,-6.1,T,,20.5,,,2015,,3,T,,0,,1.1,,3031092,
-114.01333333333334,51.1225,0,,1,,,52,,1,0,CALGARY INTL A,2,3031092.2015.1.2,4.2,2015-01-02 00:00:00,AB,,-10.8,-18.2,,,28.8,,,2015,,3,,,5,,-3.4,,3031092,
-114.01333333333334,51.1225,0,,1,,,0,,0,0,CALGARY INTL A,3,3031092.2015.1.3,0.6,2015-01-03 00:00:00,AB,,-19.6,-21.1,,,37.6,,,2015,,7,,,1.6,,-18.1,,3031092,
