x,y,TOTAL_SNOW_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,MIN_TEMPERATURE,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,ID,SNOW_ON_GROUND_FLAG
-110.0725,53.30916666666667,M,2017,11.2,,5,,0,7.1,,,M,0,,7,,2017-05-07 00:00:00,,34,,,15.3,,AB,59,6.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.7,
-110.0725,53.30916666666667,M,2017,10.8,,5,,0,4,,,M,0,,8,,2017-05-08 00:00:00,,31,,,17.6,,AB,43,7.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.8,
-110.0725,53.30916666666667,M,2017,10.7,,5,,0,1.3,,,M,0,,9,,2017-05-09 00:00:00,,21,,,20.1,,AB,37,7.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.9,
-110.0725,53.30916666666667,M,2017,13.2,,5,,0,6.1,,,M,0,,10,,2017-05-10 00:00:00,,9,,,20.3,,AB,32,4.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.10,
-110.0725,53.30916666666667,M,2017,14.7,,5,,0,7.9,,,M,0,,11,,2017-05-11 00:00:00,,9,,,21.4,,AB,46,3.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.11,
-110.0725,53.30916666666667,M,2017,8.2,,5,,5.8,5,,,M,0,,13,,2017-05-13 00:00:00,,10,,,11.3,,AB,59,9.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.13,
-110.0725,53.30916666666667,M,2017,4.6,,5,,19.4,2.3,,,M,0,,14,,2017-05-14 00:00:00,,30,,,6.9,,AB,43,13.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.14,
-110.0725,53.30916666666667,M,2017,6.5,,5,,2.4,0.6,,,M,0,,15,,2017-05-15 00:00:00,,28,,,12.3,,AB,32,11.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.15,
-110.0725,53.30916666666667,M,2017,5.7,,5,,0,0,,,M,0,,17,,2017-05-17 00:00:00,,5,,,11.4,,AB,35,12.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.17,
-110.0725,53.30916666666667,M,2017,8.4,,5,,0,0.2,,,M,0,,18,,2017-05-18 00:00:00,,16,,,16.6,,AB,48,9.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.18,
-110.0725,53.30916666666667,M,2017,13.1,,5,,1.2,6.3,,,M,0,,19,,2017-05-19 00:00:00,,33,,,19.9,,AB,37,4.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.19,
-110.0725,53.30916666666667,M,2017,14,,5,,0,6.2,,,M,0,,21,,2017-05-21 00:00:00,,1,,,21.7,,AB,48,4,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.21,
-110.0725,53.30916666666667,M,2017,12.8,,5,,0,3.6,,,M,0,,22,,2017-05-22 00:00:00,,0,,,22,,AB,0,5.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.22,
-110.0725,53.30916666666667,M,2017,20.4,,5,,0,13.2,,,M,2.4,,23,,2017-05-23 00:00:00,,19,,,27.5,,AB,57,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.23,
-110.0725,53.30916666666667,M,2017,14.1,,5,,12.4,9.4,,,M,0,,24,,2017-05-24 00:00:00,,26,,,18.8,,AB,67,3.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.24,
-110.0725,53.30916666666667,M,2017,8.3,,5,,22.7,5,,,M,0,,25,,2017-05-25 00:00:00,,34,,,11.6,,AB,74,9.7,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.25,
-110.0725,53.30916666666667,M,2017,12.9,,5,,0,8.2,,,M,0,,28,,2017-05-28 00:00:00,,34,,,17.5,,AB,48,5.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.28,
-110.0725,53.30916666666667,M,2017,10.5,,5,,0,2.8,,,M,0,,29,,2017-05-29 00:00:00,,34,,,18.2,,AB,33,7.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.29,
-110.0725,53.30916666666667,M,2017,12.9,,5,,0,4.4,,,M,0,,30,,2017-05-30 00:00:00,,16,,,21.3,,AB,37,5.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.30,
-110.0725,53.30916666666667,M,2017,18.7,,5,,0,9.2,,,M,0.7,,31,,2017-05-31 00:00:00,,15,,,28.2,,AB,50,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.5.31,
-110.0725,53.30916666666667,M,2017,20.6,,6,,0,13.9,,,M,2.6,,1,,2017-06-01 00:00:00,,22,,,27.3,,AB,41,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.1,
-110.0725,53.30916666666667,M,2017,14.4,,6,,2.5,10.8,,,M,0,,2,,2017-06-02 00:00:00,,28,,,17.9,,AB,56,3.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.2,
-110.0725,53.30916666666667,M,2017,17.5,,6,,0,10.8,,,M,0,,3,,2017-06-03 00:00:00,,28,,,24.1,,AB,52,0.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.3,
-110.0725,53.30916666666667,M,2017,13.8,,6,,15,10.6,,,M,0,,5,,2017-06-05 00:00:00,,32,,,16.9,,AB,52,4.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.5,
-110.0725,53.30916666666667,M,2017,17.8,,6,,0,10.8,,,M,0,,7,,2017-06-07 00:00:00,,17,,,24.8,,AB,33,0.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.7,
-110.0725,53.30916666666667,M,2017,16.6,,6,,,11,,,M,0,,9,,2017-06-09 00:00:00,,20,M,,22.1,,AB,63,1.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.9,
-110.0725,53.30916666666667,M,2017,8.9,,6,,13.6,6.8,,,M,0,,10,,2017-06-10 00:00:00,,4,,,11,,AB,37,9.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.10,
-110.0725,53.30916666666667,M,2017,16.9,,6,,1,10.8,,,M,0,,13,,2017-06-13 00:00:00,,16,,,23,,AB,48,1.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.13,
-110.0725,53.30916666666667,M,2017,14.4,,6,,2.4,12.3,,,M,0,,14,,2017-06-14 00:00:00,,36,,,16.4,,AB,37,3.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.14,
-110.0725,53.30916666666667,M,2017,15.1,,6,,3.5,9.6,,,M,0,,16,,2017-06-16 00:00:00,,23,,,20.5,,AB,44,2.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.16,
-110.0725,53.30916666666667,M,2017,14.5,,6,,3.3,8.6,,,M,0,,17,,2017-06-17 00:00:00,,30,,,20.4,,AB,48,3.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.17,
-110.0725,53.30916666666667,M,2017,13.6,,6,,0,8,,,M,0,,19,,2017-06-19 00:00:00,,31,,,19.2,,AB,39,4.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.19,
-110.0725,53.30916666666667,M,2017,16.5,,6,,9,11.4,,,M,0,,20,,2017-06-20 00:00:00,,29,,,21.6,,AB,59,1.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.20,
-110.0725,53.30916666666667,M,2017,13.6,,6,,4.4,9.7,,,M,0,,21,,2017-06-21 00:00:00,,30,,,17.4,,AB,67,4.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.21,
-110.0725,53.30916666666667,M,2017,10.8,,6,,7.1,7.5,,,M,0,,22,,2017-06-22 00:00:00,,33,,,14.1,,AB,61,7.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.22,
-110.0725,53.30916666666667,M,2017,11.2,,6,,0,3,,,M,0,,23,,2017-06-23 00:00:00,,31,,,19.3,,AB,39,6.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.23,
-110.0725,53.30916666666667,M,2017,13.9,,6,,3.4,6.2,,,M,0,,24,,2017-06-24 00:00:00,,4,,,21.6,,AB,50,4.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.24,
-110.0725,53.30916666666667,M,2017,13.7,,6,,0,5.6,,,M,0,,25,,2017-06-25 00:00:00,,14,,,21.7,,AB,35,4.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.25,
-110.0725,53.30916666666667,M,2017,19.4,,6,,0,12,,,M,1.4,,26,,2017-06-26 00:00:00,,14,,,26.8,,AB,61,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.26,
-110.0725,53.30916666666667,M,2017,15.1,,6,,2.8,10.3,,,M,0,,27,,2017-06-27 00:00:00,,31,,,19.9,,AB,67,2.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.27,
-110.0725,53.30916666666667,M,2017,14.7,,6,,0,8.6,,,M,0,,28,,2017-06-28 00:00:00,,24,,,20.8,,AB,44,3.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.28,
-110.0725,53.30916666666667,M,2017,13.4,,6,,4.6,6.6,,,M,0,,29,,2017-06-29 00:00:00,,29,,,20.1,,AB,39,4.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.29,
-110.0725,53.30916666666667,M,2017,15.9,,6,,1.8,9.7,,,M,0,,30,,2017-06-30 00:00:00,,36,,,22.1,,AB,39,2.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.6.30,
-110.0725,53.30916666666667,M,2017,16.5,,7,,0,9.8,,,M,0,,1,,2017-07-01 00:00:00,,0,,,23.1,,AB,0,1.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.1,
-110.0725,53.30916666666667,M,2017,19.9,,7,,0,14.2,,,M,1.9,,2,,2017-07-02 00:00:00,,16,,,25.5,,AB,33,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.2,
-110.0725,53.30916666666667,M,2017,19.5,,7,,0,13.9,,,M,1.5,,3,,2017-07-03 00:00:00,,32,,,25.1,,AB,59,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.3,
-110.0725,53.30916666666667,M,2017,15.9,,7,,0,8.4,,,M,0,,4,,2017-07-04 00:00:00,,23,,,23.4,,AB,37,2.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.4,
-110.0725,53.30916666666667,M,2017,17.9,,7,,0,11.7,,,M,0,,5,,2017-07-05 00:00:00,,31,,,24,,AB,37,0.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.5,
-110.0725,53.30916666666667,M,2017,17.3,,7,,0,9.9,,,M,0,,6,,2017-07-06 00:00:00,,0,,,24.7,,AB,0,0.7,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.6,
-110.0725,53.30916666666667,M,2017,18.5,,7,,0,10.3,,,M,0.5,,7,,2017-07-07 00:00:00,,0,,,26.6,,AB,0,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.7,
-110.0725,53.30916666666667,M,2017,21.4,,7,,0,15.8,,,M,3.4,,8,,2017-07-08 00:00:00,,15,,,27,,AB,35,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.8,
-110.0725,53.30916666666667,M,2017,20.5,,7,,0,13.4,,,M,2.5,,9,,2017-07-09 00:00:00,,15,,,27.6,,AB,32,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.9,
-110.0725,53.30916666666667,M,2017,18.8,,7,,10.5,14.1,,,M,0.8,,10,,2017-07-10 00:00:00,,25,,,23.5,,AB,44,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.10,
-110.0725,53.30916666666667,M,2017,14,,7,,14.9,12.5,,,M,0,,11,,2017-07-11 00:00:00,,8,,,15.5,,AB,39,4,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.11,
-110.0725,53.30916666666667,M,2017,20.6,,7,,0,13.4,,,M,2.6,,13,,2017-07-13 00:00:00,,30,,,27.7,,AB,74,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.13,
-110.0725,53.30916666666667,M,2017,18.7,,7,,0,13.3,,,M,0.7,,14,,2017-07-14 00:00:00,,31,,,24.1,,AB,43,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.14,
-110.0725,53.30916666666667,M,2017,20.1,,7,,0,12.9,,,M,2.1,,15,,2017-07-15 00:00:00,,14,,,27.3,,AB,56,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.15,
-110.0725,53.30916666666667,M,2017,17,,7,,1.2,8.9,,,M,0,,16,,2017-07-16 00:00:00,,32,,,25,,AB,72,1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.16,
-110.0725,53.30916666666667,M,2017,12.9,,7,,1.4,8.2,,,M,0,,17,,2017-07-17 00:00:00,,31,,,17.6,,AB,56,5.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.17,
-110.0725,53.30916666666667,M,2017,,,7,,0,10.2,,M,M,,,22,,2017-07-22 00:00:00,M,9,,,24.8,,AB,,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.7.22,
-110.0725,53.30916666666667,M,2017,20.8,,7,,10.4,15.1,,,M,2.8,,23,,2017-07-23 00:00:00,,31,,,26.5,,AB,67,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.23,
-110.0725,53.30916666666667,M,2017,12.6,,7,,26.4,9.9,,,M,0,,24,,2017-07-24 00:00:00,,26,,,15.3,,AB,74,5.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.24,
-110.0725,53.30916666666667,M,2017,16.9,,7,,0,11.2,,,M,0,,25,,2017-07-25 00:00:00,,31,,,22.5,,AB,50,1.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.25,
-110.0725,53.30916666666667,M,2017,17.9,,7,,0,10.9,,,M,0,,26,,2017-07-26 00:00:00,,22,,,24.8,,AB,32,0.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.26,
-110.0725,53.30916666666667,M,2017,20.6,,7,,0,11.3,,,M,2.6,,27,,2017-07-27 00:00:00,,14,,,29.9,,AB,44,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.27,
-110.0725,53.30916666666667,M,2017,18.5,,7,,9.6,13.6,,,M,0.5,,28,,2017-07-28 00:00:00,,34,,,23.4,,AB,78,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.28,
-110.0725,53.30916666666667,M,2017,18.6,,7,,0,13.2,,,M,0.6,,29,,2017-07-29 00:00:00,,0,,,24,,AB,0,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.29,
-110.0725,53.30916666666667,M,2017,19.4,,7,,0,11.5,,,M,1.4,,30,,2017-07-30 00:00:00,,32,,,27.2,,AB,44,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.30,
-110.0725,53.30916666666667,M,2017,15.7,,7,,0,12.1,,,M,0,,31,,2017-07-31 00:00:00,,30,,,19.2,,AB,37,2.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.7.31,
-110.0725,53.30916666666667,M,2017,14.5,,8,,2.2,8.8,,,M,0,,1,,2017-08-01 00:00:00,,0,,,20.1,,AB,0,3.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.1,
-110.0725,53.30916666666667,M,2017,15.7,,8,,0,9.4,,,M,0,,2,,2017-08-02 00:00:00,,0,,,21.9,,AB,0,2.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.2,
-110.0725,53.30916666666667,M,2017,,,8,,,11,M,,M,,,3,,2017-08-03 00:00:00,M,19,M,,,E,AB,33,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.8.3,
-110.0725,53.30916666666667,M,2017,,,8,,,,M,,M,,,4,,2017-08-04 00:00:00,M,26,M,,,M,AB,52,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.8.4,
-110.0725,53.30916666666667,,2017,,M,8,,,13.1,M,M,M,,,5,,2017-08-05 00:00:00,M,,M,,,E,AB,,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.8.5,
-110.0725,53.30916666666667,M,2017,16.1,,8,,6,11.1,,,M,0,,7,,2017-08-07 00:00:00,,31,,,21,,AB,52,1.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.7,
-110.0725,53.30916666666667,M,2017,15.5,,8,,1.2,10,,,M,0,,8,,2017-08-08 00:00:00,,36,,,21,,AB,33,2.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.8,
-110.0725,53.30916666666667,M,2017,15.2,,8,,0,7.5,,,M,0,,9,,2017-08-09 00:00:00,,0,,,22.9,,AB,0,2.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.9,
-110.0725,53.30916666666667,M,2017,,,8,,,9.7,M,,M,,,10,,2017-08-10 00:00:00,M,0,M,,,E,AB,0,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.8.10,
-110.0725,53.30916666666667,M,2017,17.5,,8,,0,10.1,,,M,0,,12,,2017-08-12 00:00:00,,15,,,24.9,,AB,43,0.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.12,
-110.0725,53.30916666666667,M,2017,18.3,,8,,0,11.7,,,M,0.3,,13,,2017-08-13 00:00:00,,15,,,24.9,,AB,59,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.13,
-110.0725,53.30916666666667,M,2017,15.5,,8,,3.3,12.6,,,M,0,,14,,2017-08-14 00:00:00,,14,,,18.3,,AB,37,2.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.14,
-110.0725,53.30916666666667,M,2017,14.9,,8,,35.5,10.2,,,M,0,,15,,2017-08-15 00:00:00,,20,,,19.6,,AB,52,3.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.15,
-110.0725,53.30916666666667,M,2017,,,8,,0.8,7.5,,M,M,,,16,,2017-08-16 00:00:00,M,9,,,22.3,,AB,,,M,LLOYDMINSTER,M,3013959,,,,3013959.2017.8.16,
-110.0725,53.30916666666667,M,2017,16.5,,8,,0,10.5,,,M,0,,17,,2017-08-17 00:00:00,,27,,,22.4,,AB,39,1.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.17,
-110.0725,53.30916666666667,M,2017,17.2,,8,,0,9.9,,,M,0,,18,,2017-08-18 00:00:00,,31,,,24.5,,AB,67,0.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.18,
-110.0725,53.30916666666667,M,2017,13.5,,8,,1,8.3,,,M,0,,19,,2017-08-19 00:00:00,,31,,,18.6,,AB,61,4.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.19,
-110.0725,53.30916666666667,M,2017,12.9,,8,,0,8.2,,,M,0,,20,,2017-08-20 00:00:00,,26,,,17.5,,AB,41,5.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.20,
-110.0725,53.30916666666667,M,2017,13.4,,8,,0,6.1,,,M,0,,21,,2017-08-21 00:00:00,,22,,,20.7,,AB,41,4.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.21,
-110.0725,53.30916666666667,M,2017,17.8,,8,,0,11.3,,,M,0,,22,,2017-08-22 00:00:00,,0,,,24.2,,AB,0,0.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.22,
-110.0725,53.30916666666667,M,2017,16.1,,8,,0,8.1,,,M,0,,23,,2017-08-23 00:00:00,,13,,,24,,AB,43,1.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.23,
-110.0725,53.30916666666667,M,2017,18.3,,8,,0,12,,,M,0.3,,24,,2017-08-24 00:00:00,,31,,,24.6,,AB,59,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.24,
-110.0725,53.30916666666667,M,2017,14.7,,8,,0,8.6,,,M,0,,25,,2017-08-25 00:00:00,,28,,,20.7,,AB,50,3.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.25,
-110.0725,53.30916666666667,M,2017,14.5,,8,,0,6.5,,,M,0,,26,,2017-08-26 00:00:00,,27,,,22.5,,AB,33,3.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.26,
-110.0725,53.30916666666667,M,2017,19.2,,8,,0,10.9,,,M,1.2,,27,,2017-08-27 00:00:00,,0,,,27.4,,AB,0,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.27,
-110.0725,53.30916666666667,M,2017,18.5,,8,,0,12.8,,,M,0.5,,28,,2017-08-28 00:00:00,,0,,,24.1,,AB,0,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.28,
-110.0725,53.30916666666667,M,2017,16.2,,8,,0,9.5,,,M,0,,29,,2017-08-29 00:00:00,,0,,,22.8,,AB,0,1.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.29,
-110.0725,53.30916666666667,M,2017,16.5,,8,,0,9,,,M,0,,30,,2017-08-30 00:00:00,,14,,,23.9,,AB,43,1.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.30,
-110.0725,53.30916666666667,M,2017,17,,8,,0,10.9,,,M,0,,31,,2017-08-31 00:00:00,,27,,,23.1,,AB,41,1,,LLOYDMINSTER,,3013959,,,,3013959.2017.8.31,
-110.0725,53.30916666666667,M,2017,14.9,,9,,0,8.9,,,M,0,,1,,2017-09-01 00:00:00,,26,,,20.8,,AB,39,3.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.1,
-110.0725,53.30916666666667,M,2017,14.4,,9,,0,5.2,,,M,0,,5,,2017-09-05 00:00:00,,0,,,23.5,,AB,0,3.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.5,
-110.0725,53.30916666666667,M,2017,18.1,,9,,0,9.3,,,M,0.1,,6,,2017-09-06 00:00:00,,0,,,26.9,,AB,0,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.6,
-110.0725,53.30916666666667,M,2017,18.4,,9,,0,8.5,,,M,0.4,,7,,2017-09-07 00:00:00,,16,,,28.2,,AB,33,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.7,
-110.0725,53.30916666666667,M,2017,20.3,,9,,0,9.2,,,M,2.3,,8,,2017-09-08 00:00:00,,15,,,31.4,,AB,35,0,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.8,
-110.0725,53.30916666666667,M,2017,17.3,,9,,0,10.3,,,M,0,,9,,2017-09-09 00:00:00,,25,,,24.3,,AB,32,0.7,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.9,
-110.0725,53.30916666666667,M,2017,13.3,,9,,1.8,7.6,,,M,0,,10,,2017-09-10 00:00:00,,27,,,18.9,,AB,69,4.7,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.10,
-110.0725,53.30916666666667,M,2017,16.2,,9,,0,6.4,,,M,0,,11,,2017-09-11 00:00:00,,20,,,25.9,,AB,33,1.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.11,
-110.0725,53.30916666666667,M,2017,13.4,,9,,0,9.8,,,M,0,,12,,2017-09-12 00:00:00,,31,,,17,,AB,33,4.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.12,
-110.0725,53.30916666666667,M,2017,8.1,,9,,13,5.6,,,M,0,,13,,2017-09-13 00:00:00,,2,,,10.6,,AB,39,9.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.13,
-110.0725,53.30916666666667,M,2017,6.2,,9,,0,1.5,,,M,0,,14,,2017-09-14 00:00:00,,0,,,10.8,,AB,0,11.8,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.14,
-110.0725,53.30916666666667,M,2017,5.9,,9,,0,-0.6,,,M,0,,15,,2017-09-15 00:00:00,,0,,,12.4,,AB,0,12.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.15,
-110.0725,53.30916666666667,M,2017,7.7,,9,,0,2.4,,,M,0,,16,,2017-09-16 00:00:00,,14,,,12.9,,AB,32,10.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.16,
-110.0725,53.30916666666667,M,2017,7,,9,,0,-0.2,,,M,0,,17,,2017-09-17 00:00:00,,15,,,14.2,,AB,41,11,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.17,
-110.0725,53.30916666666667,M,2017,7.7,,9,,0,0.4,,,M,0,,18,,2017-09-18 00:00:00,,11,,,15,,AB,48,10.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.18,
-110.0725,53.30916666666667,M,2017,6.1,,9,,1.9,1,,,M,0,,19,,2017-09-19 00:00:00,,27,,,11.1,,AB,37,11.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.19,
-110.0725,53.30916666666667,M,2017,5.1,,9,,0,-1.6,,,M,0,,20,,2017-09-20 00:00:00,,23,,,11.7,,AB,33,12.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.20,
-110.0725,53.30916666666667,M,2017,6.1,,9,,0,2.1,,,M,0,,23,,2017-09-23 00:00:00,,0,,,10,,AB,0,11.9,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.23,
-110.0725,53.30916666666667,M,2017,8.5,,9,,0,3.1,,,M,0,,24,,2017-09-24 00:00:00,,19,,,13.9,,AB,32,9.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.24,
-110.0725,53.30916666666667,M,2017,12.8,,9,,0,7.6,,,M,0,,25,,2017-09-25 00:00:00,,20,,,17.9,,AB,33,5.2,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.25,
-110.0725,53.30916666666667,M,2017,13.5,,9,,0,7,,,M,0,,26,,2017-09-26 00:00:00,,27,,,20,,AB,37,4.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.26,
-110.0725,53.30916666666667,M,2017,13.3,,9,,0,5.6,,,M,0,,27,,2017-09-27 00:00:00,,0,,,20.9,,AB,0,4.7,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.27,
-110.0725,53.30916666666667,M,2017,12.9,,9,,0,5,,,M,0,,28,,2017-09-28 00:00:00,,14,,,20.8,,AB,37,5.1,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.28,
-110.0725,53.30916666666667,M,2017,15.4,,9,,0,5.7,,,M,0,,29,,2017-09-29 00:00:00,,18,,,25.1,,AB,46,2.6,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.29,
-110.0725,53.30916666666667,M,2017,13.5,,9,,0,6.5,,,M,0,,30,,2017-09-30 00:00:00,,32,,,20.5,,AB,43,4.5,,LLOYDMINSTER,,3013959,,,,3013959.2017.9.30,
-110.0725,53.30916666666667,M,2017,7.7,,10,,4.6,3.8,,,M,0,,1,,2017-10-01 00:00:00,,32,,,11.5,,AB,57,10.3,,LLOYDMINSTER,,3013959,,,,3013959.2017.10.1,
-110.0725,53.30916666666667,M,2017,6.6,,10,,0,-1.8,,,M,0,,4,,2017-10-04 00:00:00,,31,,,15,,AB,39,11.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.10.4,
-110.0725,53.30916666666667,M,2017,8.6,,10,,0,0.9,,,M,0,,5,,2017-10-05 00:00:00,,23,,,16.3,,AB,41,9.4,,LLOYDMINSTER,,3013959,,,,3013959.2017.10.5,
