x,y,CLIMATE_IDENTIFIER,MIN_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION,DIRECTION_MAX_GUST,SNOW_ON_GROUND,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_SNOW,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE,MAX_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,ID,LOCAL_YEAR,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY,STATION_NAME,LOCAL_MONTH,MAX_TEMPERATURE_FLAG
-79.39611111111111,43.6275,6158359,,,13.2,0.3,0,,,,0,,ON,29,,M,2013-09-29 00:00:00,,,20.1,,,,16.7,,0,,M,6158359.2013.9.29,2013,1.3,,TORONTO CITY CENTRE,9,
-79.39611111111111,43.6275,6158359,,E,16.5,1.6,,,,E,,M,ON,30,M,M,2013-09-30 00:00:00,,E,18.5,,,E,17.5,,0,E,M,6158359.2013.9.30,2013,0.5,,TORONTO CITY CENTRE,9,E
-79.39611111111111,43.6275,6158359,,M,,0,0,,,,0,,ON,1,,M,2013-10-01 00:00:00,,M,21.7,,,M,,,,M,M,6158359.2013.10.1,2013,,,TORONTO CITY CENTRE,10,E
-79.39611111111111,43.6275,6158359,,,14.3,0,0,,,,0,,ON,2,,M,2013-10-02 00:00:00,,,25.5,,,,19.9,,1.9,,M,6158359.2013.10.2,2013,0,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,9.9,1,0,,,,0,,ON,3,,M,2013-10-03 00:00:00,,,20,,,,15,,0,,M,6158359.2013.10.3,2013,3,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,15.7,8.8,0,,,,0,,ON,4,,M,2013-10-04 00:00:00,,,17,,,,16.4,,0,,M,6158359.2013.10.4,2013,1.6,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,13.5,4.3,0,,,,0,,ON,5,,M,2013-10-05 00:00:00,,,17,,,,15.3,,0,,M,6158359.2013.10.5,2013,2.7,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,14.6,5.8,0,,,,0,,ON,6,,M,2013-10-06 00:00:00,,,19.5,,,,17.1,,0,,M,6158359.2013.10.6,2013,0.9,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,10.9,10.6,0,,,,0,,ON,7,,M,2013-10-07 00:00:00,,,18.4,,,,14.7,,0,,M,6158359.2013.10.7,2013,3.3,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,8.9,0,0,,,,0,,ON,8,,M,2013-10-08 00:00:00,,,16.6,,,,12.8,,0,,M,6158359.2013.10.8,2013,5.2,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,9.1,0,0,,,,0,,ON,9,,M,2013-10-09 00:00:00,,,16.9,,,,13,,0,,M,6158359.2013.10.9,2013,5,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,9.7,0,0,,,,0,,ON,10,,M,2013-10-10 00:00:00,,,17,,,,13.4,,0,,M,6158359.2013.10.10,2013,4.6,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,9.3,0,0,,,,0,,ON,11,,M,2013-10-11 00:00:00,,,17.7,,,,13.5,,0,,M,6158359.2013.10.11,2013,4.5,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,M,,,0,,,M,0,,ON,12,,M,2013-10-12 00:00:00,,M,,,,M,,,,M,M,6158359.2013.10.12,2013,,,TORONTO CITY CENTRE,10,M
-79.39611111111111,43.6275,6158359,,E,15.1,,0,,,M,0,,ON,13,,M,2013-10-13 00:00:00,,E,16.5,,,E,15.8,,0,E,M,6158359.2013.10.13,2013,2.2,,TORONTO CITY CENTRE,10,E
-79.39611111111111,43.6275,6158359,,M,,,0,,,M,0,,ON,14,,M,2013-10-14 00:00:00,,M,,,,M,,,,M,M,6158359.2013.10.14,2013,,,TORONTO CITY CENTRE,10,M
-79.39611111111111,43.6275,6158359,,,9.5,0,0,,,,0,,ON,15,,M,2013-10-15 00:00:00,,,17.3,,,,13.4,,0,,M,6158359.2013.10.15,2013,4.6,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,12.3,6.6,0,,,,0,,ON,16,,M,2013-10-16 00:00:00,,,19.5,,,,15.9,,0,,M,6158359.2013.10.16,2013,2.1,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,11.5,11.1,0,,,,0,,ON,17,,M,2013-10-17 00:00:00,,,16.1,,,,13.8,,0,,M,6158359.2013.10.17,2013,4.2,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,9.7,0.5,0,,,,0,,ON,18,,M,2013-10-18 00:00:00,,,15.2,,,,12.5,,0,,M,6158359.2013.10.18,2013,5.5,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,6.4,7.8,0,,,,0,,ON,19,,M,2013-10-19 00:00:00,,,10.9,,,,8.7,,0,,M,6158359.2013.10.19,2013,9.3,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,4.6,0,0,,,,0,,ON,20,,M,2013-10-20 00:00:00,,,13.7,,,,9.2,,0,,M,6158359.2013.10.20,2013,8.8,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,7.9,7.5,0,,,,0,,ON,21,,M,2013-10-21 00:00:00,,,13.2,,,,10.6,,0,,M,6158359.2013.10.21,2013,7.4,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,5,0,0,,,,0,,ON,22,,M,2013-10-22 00:00:00,,,8.6,,,,6.8,,0,,M,6158359.2013.10.22,2013,11.2,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,2.8,0,0,,,,0,,ON,23,,M,2013-10-23 00:00:00,,,10.4,,,,6.6,,0,,M,6158359.2013.10.23,2013,11.4,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,2.7,0,0,,,,0,,ON,24,,M,2013-10-24 00:00:00,,,9.4,,,,6.1,,0,,M,6158359.2013.10.24,2013,11.9,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,3.7,0,0,,,,0,,ON,25,,M,2013-10-25 00:00:00,,,10.7,,,,7.2,,0,,M,6158359.2013.10.25,2013,10.8,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,4.3,9.6,0,,,,0,,ON,26,,M,2013-10-26 00:00:00,,,6.8,,,,5.6,,0,,M,6158359.2013.10.26,2013,12.4,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,3.1,0,0,,,,0,,ON,27,,M,2013-10-27 00:00:00,,,9.3,,,,6.2,,0,,M,6158359.2013.10.27,2013,11.8,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,2.5,0,0,,,,0,,ON,28,,M,2013-10-28 00:00:00,,,8.7,,,,5.6,,0,,M,6158359.2013.10.28,2013,12.4,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,0.6,0.5,0,,,,0,,ON,29,,M,2013-10-29 00:00:00,,,5.7,,,,3.2,,0,,M,6158359.2013.10.29,2013,14.8,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,4.5,0,0,,,,0,,ON,30,,M,2013-10-30 00:00:00,,,9,,,,6.8,,0,,M,6158359.2013.10.30,2013,11.2,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,6.9,15.9,0,,,,0,,ON,31,,M,2013-10-31 00:00:00,,,12.5,,,,9.7,,0,,M,6158359.2013.10.31,2013,8.3,,TORONTO CITY CENTRE,10,
-79.39611111111111,43.6275,6158359,,,5.7,2.3,0,,,,0,,ON,1,,M,2013-11-01 00:00:00,,,12.7,,,,9.2,,0,,M,6158359.2013.11.1,2013,8.8,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,1.3,2.6,0,,,,0,,ON,2,,M,2013-11-02 00:00:00,,,8.7,,,,5,,0,,M,6158359.2013.11.2,2013,13,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-1.5,0,0,,,,0,,ON,3,,M,2013-11-03 00:00:00,,,3.3,,,,0.9,,0,,M,6158359.2013.11.3,2013,17.1,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,E,3.5,,0,,,M,0,,ON,5,,M,2013-11-05 00:00:00,,M,,,,M,,,,M,M,6158359.2013.11.5,2013,,,TORONTO CITY CENTRE,11,M
-79.39611111111111,43.6275,6158359,,,7.4,4.1,0,,,,0,,ON,6,,M,2013-11-06 00:00:00,,,12.3,,,,9.9,,0,,M,6158359.2013.11.6,2013,8.1,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,3.7,0,0,,,,0,,ON,7,,M,2013-11-07 00:00:00,,,9.2,,,,6.5,,0,,M,6158359.2013.11.7,2013,11.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,2,0,0,,,,0,,ON,8,,M,2013-11-08 00:00:00,,,7,,,,4.5,,0,,M,6158359.2013.11.8,2013,13.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,3,0.6,0,,,,0,,ON,9,,M,2013-11-09 00:00:00,,,10.2,,,,6.6,,0,,M,6158359.2013.11.9,2013,11.4,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,3.5,0.8,0,,,,0,,ON,10,,M,2013-11-10 00:00:00,,,8.4,,,,6,,0,,M,6158359.2013.11.10,2013,12,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-1.5,0.5,0,,,,0,,ON,11,,M,2013-11-11 00:00:00,,,6.3,,,,2.4,,0,,M,6158359.2013.11.11,2013,15.6,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-3.9,0,0,,,,0,,ON,12,,M,2013-11-12 00:00:00,,,1.8,,,,-1.1,,0,,M,6158359.2013.11.12,2013,19.1,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-4.3,0,0,,,,0,,ON,13,,M,2013-11-13 00:00:00,,,4.4,,,,0.1,,0,,M,6158359.2013.11.13,2013,17.9,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,1.8,0,0,,,,0,,ON,14,,M,2013-11-14 00:00:00,,,8.6,,,,5.2,,0,,M,6158359.2013.11.14,2013,12.8,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,4.4,0,0,,,,0,,ON,15,,M,2013-11-15 00:00:00,,,9.6,,,,7,,0,,M,6158359.2013.11.15,2013,11,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,2.6,0,0,,,,0,,ON,16,,M,2013-11-16 00:00:00,,,10.3,,,,6.5,,0,,M,6158359.2013.11.16,2013,11.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,8.1,10.6,0,,,,0,,ON,17,,M,2013-11-17 00:00:00,,,14.3,,,,11.2,,0,,M,6158359.2013.11.17,2013,6.8,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,2.7,0,0,,,,0,,ON,18,,M,2013-11-18 00:00:00,,,10.7,,,,6.7,,0,,M,6158359.2013.11.18,2013,11.3,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-1.8,0,0,,,,0,,ON,19,,M,2013-11-19 00:00:00,,,3.6,,,,0.9,,0,,M,6158359.2013.11.19,2013,17.1,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-2,0,0,,,,0,,ON,20,,M,2013-11-20 00:00:00,,,4.1,,,,1.1,,0,,M,6158359.2013.11.20,2013,16.9,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,2.8,3,0,,,,0,,ON,21,,M,2013-11-21 00:00:00,,,6.8,,,,4.8,,0,,M,6158359.2013.11.21,2013,13.2,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-0.8,6,0,,,,0,,ON,22,,M,2013-11-22 00:00:00,,,7.8,,,,3.5,,0,,M,6158359.2013.11.22,2013,14.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-10.4,0,0,,,,0,,ON,23,,M,2013-11-23 00:00:00,,,1,,,,-4.7,,0,,M,6158359.2013.11.23,2013,22.7,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-11,0,0,,,,0,,ON,24,,M,2013-11-24 00:00:00,,,-4.1,,,,-7.6,,0,,M,6158359.2013.11.24,2013,25.6,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-6,0,0,,,,0,,ON,25,,M,2013-11-25 00:00:00,,,2.8,,,,-1.6,,0,,M,6158359.2013.11.25,2013,19.6,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,0.3,4.3,0,,,,0,,ON,26,,M,2013-11-26 00:00:00,,,2.3,,,,1.3,,0,,M,6158359.2013.11.26,2013,16.7,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-6.6,1.5,0,,,,0,,ON,27,,M,2013-11-27 00:00:00,,,0.9,,,,-2.9,,0,,M,6158359.2013.11.27,2013,20.9,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-6.8,0,0,,,,0,,ON,28,,M,2013-11-28 00:00:00,,,-2.2,,,,-4.5,,0,,M,6158359.2013.11.28,2013,22.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-6.5,0,0,,,,0,,ON,29,,M,2013-11-29 00:00:00,,,-1.9,,,,-4.2,,0,,M,6158359.2013.11.29,2013,22.2,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,-2.5,0,0,,,,0,,ON,30,,M,2013-11-30 00:00:00,,,3.5,,,,0.5,,0,,M,6158359.2013.11.30,2013,17.5,,TORONTO CITY CENTRE,11,
-79.39611111111111,43.6275,6158359,,,0.8,1.8,0,,,,0,,ON,1,,M,2013-12-01 00:00:00,,,4.6,,,,2.7,,0,,M,6158359.2013.12.1,2013,15.3,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,1.2,0,0,,,,0,,ON,2,,M,2013-12-02 00:00:00,,,3.5,,,,2.4,,0,,M,6158359.2013.12.2,2013,15.6,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-3.1,0,0,,,,0,,ON,3,,M,2013-12-03 00:00:00,,,3.7,,,,0.3,,0,,M,6158359.2013.12.3,2013,17.7,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,1.7,2.5,0,,,,0,,ON,4,,M,2013-12-04 00:00:00,,,4.5,,,,3.1,,0,,M,6158359.2013.12.4,2013,14.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,3.1,0,0,,,,0,,ON,5,,M,2013-12-05 00:00:00,,,13.3,,,,8.2,,0,,M,6158359.2013.12.5,2013,9.8,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-1.4,0,0,,,,0,,ON,6,,M,2013-12-06 00:00:00,,,3.1,,,,0.9,,0,,M,6158359.2013.12.6,2013,17.1,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-5.4,0,0,,,,0,,ON,7,,M,2013-12-07 00:00:00,,,-0.6,,,,-3,,0,,M,6158359.2013.12.7,2013,21,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-5.8,0,0,,,,0,,ON,8,,M,2013-12-08 00:00:00,,,-0.1,,,,-3,,0,,M,6158359.2013.12.8,2013,21,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-2.5,0.8,0,,,,0,,ON,9,,M,2013-12-09 00:00:00,,,2.5,,,,0,,0,,M,6158359.2013.12.9,2013,18,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-7.6,0,0,,,,0,,ON,10,,M,2013-12-10 00:00:00,,,-2.4,,,,-5,,0,,M,6158359.2013.12.10,2013,23,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-9.3,0,0,,,,0,,ON,11,,M,2013-12-11 00:00:00,,,-3.6,,,,-6.5,,0,,M,6158359.2013.12.11,2013,24.5,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-9.9,0,0,,,,0,,ON,12,,M,2013-12-12 00:00:00,,,-6,,,,-8,,0,,M,6158359.2013.12.12,2013,26,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-11.8,0,0,,,,0,,ON,13,,M,2013-12-13 00:00:00,,,-3.5,,,,-7.7,,0,,M,6158359.2013.12.13,2013,25.7,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-13.1,0,0,,,,0,,ON,14,,M,2013-12-14 00:00:00,,,-7.9,,,,-10.5,,0,,M,6158359.2013.12.14,2013,28.5,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-11.5,0,0,,,,0,,ON,15,,M,2013-12-15 00:00:00,,,-3.2,,,,-7.4,,0,,M,6158359.2013.12.15,2013,25.4,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-15,0,0,,,,0,,ON,16,,M,2013-12-16 00:00:00,,,-6.8,,,,-10.9,,0,,M,6158359.2013.12.16,2013,28.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-9.1,0,0,,,,0,,ON,17,,M,2013-12-17 00:00:00,,,-2.8,,,,-6,,0,,M,6158359.2013.12.17,2013,24,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-3.5,0,0,,,,0,,ON,18,,M,2013-12-18 00:00:00,,,0.4,,,,-1.6,,0,,M,6158359.2013.12.18,2013,19.6,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-0.6,0.8,0,,,,0,,ON,19,,M,2013-12-19 00:00:00,,,3.3,,,,1.4,,0,,M,6158359.2013.12.19,2013,16.6,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,0,9.6,0,,,,0,,ON,20,,M,2013-12-20 00:00:00,,,2.1,,,,1.1,,0,,M,6158359.2013.12.20,2013,16.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-0.5,17.7,0,,,,0,,ON,21,,M,2013-12-21 00:00:00,,,1.5,,,,0.5,,0,,M,6158359.2013.12.21,2013,17.5,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-2.2,13.9,0,,,,0,,ON,22,,M,2013-12-22 00:00:00,,,2.1,,,,-0.1,,0,,M,6158359.2013.12.22,2013,18.1,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-5.8,2.3,0,,,,0,,ON,23,,M,2013-12-23 00:00:00,,,1.9,,,,-2,,0,,M,6158359.2013.12.23,2013,20,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-13.6,0,0,,,,0,,ON,24,,M,2013-12-24 00:00:00,,,-5.6,,,,-9.6,,0,,M,6158359.2013.12.24,2013,27.6,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-14.8,0,0,,,,0,,ON,25,,M,2013-12-25 00:00:00,,,-1.4,,,,-8.1,,0,,M,6158359.2013.12.25,2013,26.1,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-4.7,0.3,0,,,,0,,ON,26,,M,2013-12-26 00:00:00,,,0.1,,,,-2.3,,0,,M,6158359.2013.12.26,2013,20.3,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-4.2,1.1,0,,,,0,,ON,27,,M,2013-12-27 00:00:00,,,2.4,,,,-0.9,,0,,M,6158359.2013.12.27,2013,18.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,0.8,0.5,0,,,,0,,ON,28,,M,2013-12-28 00:00:00,,,3.3,,,,2.1,,0,,M,6158359.2013.12.28,2013,15.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-6.4,0,0,,,,0,,ON,29,,M,2013-12-29 00:00:00,,,4.1,,,,-1.2,,0,,M,6158359.2013.12.29,2013,19.2,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-9.4,0,0,,,,0,,ON,30,,M,2013-12-30 00:00:00,,,-6.4,,,,-7.9,,0,,M,6158359.2013.12.30,2013,25.9,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-9,0,0,,,,0,,ON,31,,M,2013-12-31 00:00:00,,,-5.7,,,,-7.4,,0,,M,6158359.2013.12.31,2013,25.4,,TORONTO CITY CENTRE,12,
-79.39611111111111,43.6275,6158359,,,-13.9,0,0,,,,0,,ON,1,,M,2014-01-01 00:00:00,,,-8.2,,,,-11.1,,0,,M,6158359.2014.1.1,2014,29.1,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-18.8,0,0,,,,0,,ON,2,,M,2014-01-02 00:00:00,,,-13.8,,,,-16.3,,0,,M,6158359.2014.1.2,2014,34.3,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-21.8,0,0,,,,0,,ON,3,,M,2014-01-03 00:00:00,,,-6.6,,,,-14.2,,0,,M,6158359.2014.1.3,2014,32.2,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-6.8,0,0,,,,0,,ON,4,,M,2014-01-04 00:00:00,,,0.4,,,,-3.2,,0,,M,6158359.2014.1.4,2014,21.2,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-2.2,10.6,0,,,,0,,ON,5,,M,2014-01-05 00:00:00,,,1.3,,,,-0.5,,0,,M,6158359.2014.1.5,2014,18.5,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-15.6,7,0,,,,0,,ON,6,,M,2014-01-06 00:00:00,,,2.9,,,,-6.4,,0,,M,6158359.2014.1.6,2014,24.4,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-21.7,0,0,,,,0,,ON,7,,M,2014-01-07 00:00:00,,,-14.8,,,,-18.3,,0,,M,6158359.2014.1.7,2014,36.3,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-15.4,0,0,,,,0,,ON,8,,M,2014-01-08 00:00:00,,,-7.7,,,,-11.6,,0,,M,6158359.2014.1.8,2014,29.6,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-11.5,0,0,,,,0,,ON,9,,M,2014-01-09 00:00:00,,,-4,,,,-7.8,,0,,M,6158359.2014.1.9,2014,25.8,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-5,2.8,0,,,,0,,ON,10,,M,2014-01-10 00:00:00,,,2.8,,,,-1.1,,0,,M,6158359.2014.1.10,2014,19.1,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,1.9,10.1,0,,,,0,,ON,11,,M,2014-01-11 00:00:00,,,5.2,,,,3.6,,0,,M,6158359.2014.1.11,2014,14.4,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,1.1,0,0,,,,0,,ON,12,,M,2014-01-12 00:00:00,,,2.7,,,,1.9,,0,,M,6158359.2014.1.12,2014,16.1,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,1.1,0,0,,,,0,,ON,13,,M,2014-01-13 00:00:00,,,4.7,,,,2.9,,0,,M,6158359.2014.1.13,2014,15.1,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,0.8,0,0,,,,0,,ON,14,,M,2014-01-14 00:00:00,,,4.3,,,,2.6,,0,,M,6158359.2014.1.14,2014,15.4,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-3.8,0,0,,,,0,,ON,15,,M,2014-01-15 00:00:00,,,2.2,,,,-0.8,,0,,M,6158359.2014.1.15,2014,18.8,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-3.5,0,0,,,,0,,ON,16,,M,2014-01-16 00:00:00,,,-0.3,,,,-1.9,,0,,M,6158359.2014.1.16,2014,19.9,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-1,0,0,,,,0,,ON,17,,M,2014-01-17 00:00:00,,,1.8,,,,0.4,,0,,M,6158359.2014.1.17,2014,17.6,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-6.8,0,0,,,,0,,ON,18,,M,2014-01-18 00:00:00,,,-1,,,,-3.9,,0,,M,6158359.2014.1.18,2014,21.9,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-15.9,0,0,,,,0,,ON,20,,M,2014-01-20 00:00:00,,,-1.6,,,,-8.8,,0,,M,6158359.2014.1.20,2014,26.8,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-18.6,0,0,,,,0,,ON,21,,M,2014-01-21 00:00:00,,,-14.6,,,,-16.6,,0,,M,6158359.2014.1.21,2014,34.6,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-19.9,0,0,,,,0,,ON,22,,M,2014-01-22 00:00:00,,,-11.8,,,,-15.9,,0,,M,6158359.2014.1.22,2014,33.9,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-17.2,0,0,,,,0,,ON,23,,M,2014-01-23 00:00:00,,,-12,,,,-14.6,,0,,M,6158359.2014.1.23,2014,32.6,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-17.4,0,0,,,,0,,ON,24,,M,2014-01-24 00:00:00,,,-6,,,,-11.7,,0,,M,6158359.2014.1.24,2014,29.7,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-13.6,0,0,,,,0,,ON,25,,M,2014-01-25 00:00:00,,,-2.2,,,,-7.9,,0,,M,6158359.2014.1.25,2014,25.9,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-13.9,0,0,,,,0,,ON,26,,M,2014-01-26 00:00:00,,,-3,,,,-8.5,,0,,M,6158359.2014.1.26,2014,26.5,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-15.4,0,0,,,,0,,ON,27,,M,2014-01-27 00:00:00,,,-3.1,,,,-9.3,,0,,M,6158359.2014.1.27,2014,27.3,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-17.7,0,0,,,,0,,ON,28,,M,2014-01-28 00:00:00,,,-11.2,,,,-14.5,,0,,M,6158359.2014.1.28,2014,32.5,,TORONTO CITY CENTRE,1,
-79.39611111111111,43.6275,6158359,,,-14.9,0,0,,,,0,,ON,29,,M,2014-01-29 00:00:00,,,-8.8,,,,-11.9,,0,,M,6158359.2014.1.29,2014,29.9,,TORONTO CITY CENTRE,1,
